 ,Id,Location,Area,Region,Number_of_Rooms,House_Type,House_Price,isSold,Sold_Date,Distance_from_City_inMiles,Seller,PostalCode,Number_of_Bedrooms,Number_of_Bathrooms,Number_of_CarParkings,_of_Land_inMeters,Height_of_Building_inMeters,Year_Built,Lattitude,Longtitude
6336,3473,60,2,2,3,other,630000,1,16-04-2016,12.8,2,52,2,2,1,221,,,-37.7504,144.8594
6337,10649,163,14,4,4,other,1390000,1,08-07-2017,14.3,12,109,4,3,2,664,,,-37.77813,145.16558
6338,680,14,7,3,3,other,1651000,1,27-11-2016,9.2,2,13,3,1,2,657,151,1960,-37.7895,145.0985
6339,9044,148,15,4,2,duplex,637000,1,03-06-2017,16.1,132,99,2,1,1,318,104,1980,-37.70688,145.11791
6340,8419,95,18,2,3,other,692000,1,29-04-2017,12.6,38,77,3,1,1,485,,,-37.7868,144.8428
6341,1442,22,13,1,2,townhouse,735000,1,24-09-2016,5.9,3,21,2,1,2,120,109,2004,-37.7659,144.9487
6342,8692,106,5,2,3,townhouse,670000,0,08-04-2017,8.9,33,83,3,2,2,146,141,2001,-37.857,144.8846
6343,4179,73,17,3,3,other,960000,1,19-11-2016,14.6,43,61,3,1,1,593,115,1960,-37.9431,145.0484
6344,4407,77,4,1,3,other,1655000,0,08-10-2016,5.5,3,64,3,1,3,472,101,1924,-37.7765,145.0027
6345,9667,257,8,3,3,duplex,840000,1,17-06-2017,16.7,12,154,3,1,1,390,118,1970,-37.90354,145.14394
6346,891,16,9,3,4,townhouse,950000,0,18-03-2017,13.9,21,15,4,2,1,450,,1940,-37.9133,145.0837
6347,12063,184,27,1,3,other,544000,1,29-07-2017,16.3,249,124,3,1,2,534,129,1960,-37.67024,145.03644
6348,12736,49,20,1,2,other,605000,0,16-09-2017,11.2,59,44,2,1,6,589,,,-37.69708,144.92967
6349,9298,85,4,1,2,other,888000,1,03-06-2017,12,43,71,2,1,2,649,,,-37.71086,145.01629
6350,4045,71,10,4,2,other,666000,1,26-07-2016,11.8,2,59,2,1,1,0,,,-37.8147,145.1032
6351,10878,1,1,1,3,other,1375000,1,12-08-2017,3,19,1,3,1,0,299,,,-37.80125,144.99926
6352,2026,34,13,1,4,other,931000,0,28-05-2016,7.8,10,32,3,1,1,412,160,1920,-37.7432,144.9768
6353,6010,96,18,2,3,other,620500,1,04-06-2016,13.3,31,77,3,1,1,609,,,-37.7754,144.846
6354,3497,60,2,2,3,townhouse,660000,0,27-11-2016,12.8,12,52,3,2,1,265,,,-37.7444,144.8763
6355,9951,267,19,1,3,other,467000,1,24-06-2017,17.4,47,173,3,1,1,565,98,1975,-37.65702,144.92447
6356,7349,132,3,3,2,duplex,605000,1,07-05-2016,7.4,44,36,2,1,1,722,,1970,-37.8794,144.9947
6357,1526,24,10,3,5,other,1060000,1,12-06-2016,11.7,43,23,4,3,2,326,210,2013,-37.8528,145.1129
6358,2793,48,7,3,3,other,1430000,1,13-08-2016,9.2,9,43,3,3,2,385,255,,-37.8524,145.0425
6359,9966,191,17,5,2,other,1110000,1,24-06-2017,21.5,43,130,2,1,1,709,,,-38.00051,145.09315
6360,13045,85,20,1,3,other,775500,1,19-08-2017,12,43,71,3,1,3,586,120,1960,-37.69983,145.02202
6361,9783,10,8,3,4,other,1425000,1,24-06-2017,10.2,21,9,4,1,2,778,,,-37.86301,145.11159
6362,9574,54,7,3,4,other,2053000,1,17-06-2017,5.3,102,47,4,3,2,354,,,-37.81691,145.03721
6363,10908,15,9,3,4,townhouse,1750000,1,12-08-2017,11.4,21,14,4,3,2,429,262,2013,-37.91582,145.048
6364,1700,28,9,3,2,townhouse,795000,1,03-09-2016,11.4,44,27,2,2,1,133,104,2009,-37.8911,145.0539
6365,12565,72,20,2,3,other,1240000,1,09-09-2017,6.2,3,60,3,2,2,784,172,2007,-37.75947,144.92542
6366,9389,109,11,2,3,other,1225000,1,03-06-2017,6.3,22,85,3,1,0,230,,,-37.81493,144.88974
6367,7254,127,11,2,2,duplex,545000,0,18-03-2017,8.2,1,56,2,1,1,154,2,2005,-37.8004,144.8647
6368,3617,62,7,3,2,duplex,580000,0,13-08-2016,5.6,2,53,2,1,1,0,90,1970,-37.8071,145.0243
6369,6901,118,13,1,4,other,540000,0,08-10-2016,12.4,10,90,4,2,3,254,164,1990,-37.7082,144.9725
6370,10717,180,18,2,3,other,620000,1,08-07-2017,15.5,12,122,3,1,4,650,100,1985,-37.71575,144.80598
6371,3564,61,16,1,5,other,1001000,1,24-09-2016,4.2,14,41,3,1,0,301,,,-37.7896,144.9307
6372,9427,15,9,3,3,other,1573000,0,17-06-2017,11.4,21,14,3,1,2,670,,,-37.91855,145.02628
6373,13347,14,20,3,3,other,1900000,1,26-08-2017,9.7,3,13,3,1,1,663,,,-37.79131,145.07861
6374,3891,67,6,3,2,duplex,523000,1,27-11-2016,11.2,103,57,2,1,1,0,62,1960,-37.8801,145.0874
6375,6931,118,13,1,3,other,617000,0,23-04-2016,12.4,19,90,3,1,1,540,114,1960,-37.6973,144.962
6376,9826,115,16,1,2,duplex,720000,0,24-06-2017,1.6,2,88,2,1,1,3481,,,-37.80087,144.96622
6377,13460,60,20,2,1,other,860000,0,26-08-2017,11.7,209,52,1,1,,472,,,-37.74061,144.87462
6378,12320,232,20,4,3,other,1370000,1,03-09-2017,16.7,45,157,3,1,,652,,,-37.8717,145.17267
6379,4460,77,4,1,3,other,1396500,1,19-11-2016,5.5,46,64,3,1,1,302,,,-37.7636,144.9864
6380,10970,229,8,5,3,other,729500,1,12-08-2017,16.7,2,154,3,1,1,270,218,1970,-37.92624,145.1321
6381,7825,43,1,1,2,duplex,676000,1,06-05-2017,5.8,3,4,2,1,1,0,87,2002,-37.7847,145.0109
6382,4380,76,16,1,1,duplex,320000,1,27-11-2016,2.3,154,63,1,1,1,0,45,1975,-37.7955,144.9492
6383,7620,112,13,1,2,other,1283000,1,13-05-2017,4.5,3,86,2,1,1,263,109,1910,-37.7661,144.9742
6384,12689,155,20,3,3,other,910000,1,16-09-2017,17.9,68,102,3,1,2,541,,,-37.96306,145.0803
6385,7766,34,13,1,3,other,710000,1,29-04-2017,7.8,12,32,3,1,1,160,120,,-37.7411,144.9657
6386,11708,178,24,2,4,other,700000,0,22-07-2017,18,12,121,4,2,4,788,236,1995,-37.68974,144.75225
6387,481,11,2,2,4,other,605000,1,27-11-2016,10.5,12,10,4,1,0,569,,,-37.7563,144.8601
6388,2262,40,3,3,1,duplex,510000,1,03-12-2016,7.7,25,37,1,1,1,0,60,2001,-37.8857,144.9884
6389,6832,115,16,1,4,other,1600000,0,14-05-2016,1.8,19,88,4,2,1,635,,,-37.7988,144.97
6390,8746,19,12,3,5,other,3250000,0,01-07-2017,10.5,42,18,5,3,2,835,,,-37.92615,145.00282
6391,8379,90,6,3,2,duplex,850000,1,22-04-2017,3.3,19,74,2,2,2,17200,,2000,-37.8361,144.9966
6392,8564,128,18,2,3,other,621000,1,20-05-2017,13.9,19,77,3,1,3,547,140,,-37.7765,144.8123
6393,4632,81,13,1,3,other,900000,1,10-12-2016,9.9,10,67,3,1,1,570,139,1950,-37.7273,144.9274
6394,6971,119,7,3,3,duplex,935000,0,10-12-2016,7.5,41,91,3,2,1,144,107,1975,-37.8435,145.0497
6395,1114,19,12,3,2,other,1601000,1,17-09-2016,11.2,22,18,2,1,1,380,,1958,-37.9166,144.9926
6396,4365,76,16,1,1,duplex,450000,0,16-07-2016,2.3,3,63,1,1,1,0,60,2012,-37.802,144.9516
6397,9249,192,8,4,2,duplex,572000,1,03-06-2017,14.2,43,131,2,1,1,173,,1970,-37.87142,145.14503
6398,4443,77,4,1,2,other,1020000,1,16-04-2016,5.5,2,64,2,1,1,354,97,1920,-37.7638,144.9933
6399,11540,218,31,2,2,other,335000,1,15-07-2017,14.7,4,133,2,1,1,190,113,1980,-37.90423,144.67008
6400,6339,101,6,3,3,other,1435000,1,03-12-2016,4.6,22,80,3,1,0,889,135,1943,-37.8328,145.0065
6401,7405,138,9,3,3,other,1380000,1,08-10-2016,9.3,70,57,3,1,2,658,,,-37.885,145.0466
6402,10967,276,30,6,3,other,640000,0,12-08-2017,27.1,12,179,3,2,2,945,,,-37.75735,145.31859
6403,1433,22,13,1,5,other,1200000,0,22-08-2016,5.9,3,21,5,2,3,553,193,1920,-37.7576,144.9348
6404,7113,124,11,2,4,other,1275000,0,24-09-2016,7.8,33,56,4,2,1,274,172,1910,-37.8078,144.8825
6405,3798,66,6,3,5,other,4240000,1,19-11-2016,7.4,9,55,5,3,3,580,320,1890,-37.8653,145.0304
6406,8518,105,5,2,4,other,1200000,0,29-04-2017,8,32,83,4,3,2,183,191,2006,-37.8566,144.8737
6407,4125,72,2,2,3,other,1725000,0,24-09-2016,6.9,2,60,3,2,3,596,203,1950,-37.7609,144.905
6408,12900,14,20,3,4,other,2000000,0,19-08-2017,9.7,19,13,4,3,4,958,255,2015,-37.78662,145.07683
6409,7926,52,12,3,2,other,1789000,1,13-05-2017,13.7,21,46,2,1,2,650,,,-37.9338,145.0143
6410,8626,122,19,1,3,other,485000,0,08-04-2017,14.5,12,92,3,1,2,630,105.23,1970,-37.6822,144.9108
6411,8987,219,19,1,3,other,578000,1,01-07-2017,16.5,127,147,3,2,1,308,,,-37.67485,144.88995
6412,2636,46,2,1,3,other,1205000,1,15-10-2016,4.4,14,41,3,2,2,0,,,-37.7826,144.9261
6413,12206,105,5,2,3,other,1050000,0,29-07-2017,6.8,36,83,3,1,0,179,115,1890,-37.86558,144.90474
6414,3332,57,8,3,2,duplex,623000,1,10-09-2016,13,43,49,2,1,1,101,90,1970,-37.8988,145.0781
6415,6530,105,5,2,3,other,1360000,1,22-05-2016,8,31,83,3,1,1,477,,1930,-37.8516,144.8949
6416,3053,52,12,3,2,other,1690000,1,15-10-2016,13.7,21,46,2,1,1,319,,,-37.9409,145.0001
6417,9346,210,18,2,5,other,805000,1,03-06-2017,15.5,12,122,5,2,2,705,,,-37.69403,144.79418
6418,5279,86,1,1,3,other,1010000,0,04-06-2016,2.6,3,72,3,1,1,199,105,1900,-37.8193,144.9993
6419,2438,41,2,2,3,other,1460000,1,22-08-2016,8,71,38,3,2,1,605,138,1920,-37.7546,144.9042
6420,1626,25,7,3,4,other,3225000,1,27-11-2016,7.8,9,24,4,3,1,632,270,1890,-37.8244,145.064
6421,4359,76,16,1,3,townhouse,1300000,1,11-02-2017,2.3,3,63,3,2,2,67,,2005,-37.804,144.9441
6422,6399,101,6,3,2,duplex,1400000,0,27-06-2016,4.6,36,80,2,2,2,2927,,,-37.8414,145.0137
6423,2077,36,1,1,2,other,890000,1,03-09-2016,1.6,5,33,2,1,1,178,70,1900,-37.7974,144.9915
6424,9960,189,10,4,3,other,960000,0,24-06-2017,17.2,41,128,3,1,0,781,,,-37.8105,145.20106
6425,6227,99,14,4,3,other,1155000,1,22-05-2016,13.8,12,78,3,1,1,770,,,-37.77,145.1089
6426,2285,40,3,3,2,duplex,640000,1,11-02-2017,7.7,44,37,2,1,1,626,,,-37.8791,144.9923
6427,10990,161,26,7,3,other,815000,1,12-08-2017,21.8,132,107,3,2,3,790,135,1980,-37.66529,145.15363
6428,7492,14,7,3,4,other,1630000,1,13-05-2017,9.2,3,13,4,2,1,677,,,-37.7897,145.0922
6429,6700,109,11,2,3,other,725000,1,24-09-2016,7,31,85,3,1,5,558,128,1940,-37.8119,144.868
6430,6722,109,11,2,3,other,840000,1,28-08-2016,7,32,85,4,1,1,470,127,1970,-37.822,144.8904
6431,4539,78,13,1,4,other,855333,1,28-08-2016,11.5,128,44,4,1,2,694,183,1974,-37.718,144.9138
6432,209,6,5,2,3,other,931000,1,22-08-2016,11.1,19,6,3,2,1,590,160,1950,-37.8382,144.8649
6433,9940,182,25,5,3,other,752000,0,24-06-2017,25.2,21,123,3,2,2,552,,,-37.99013,145.17912
6434,9739,97,18,2,3,other,453000,1,17-06-2017,10.5,19,77,3,1,1,305,,2006,-37.78874,144.82399
6435,5313,86,1,1,2,other,1220000,1,10-12-2016,2.6,1,72,2,1,1,80,,,-37.8213,145.005
6436,7804,41,2,2,5,other,2020000,1,08-04-2017,8,10,38,5,3,3,900,40,,-37.7485,144.9036
6437,3109,53,12,3,3,other,1300000,1,28-05-2016,14.5,21,46,3,2,2,586,150,1950,-37.9431,145.0274
6438,9337,207,19,2,3,other,455000,1,03-06-2017,31.7,81,141,3,2,2,690,,,-37.57456,144.71548
6439,3944,68,11,2,3,other,456000,0,18-03-2017,8.7,47,8,3,2,2,4977,95,2005,-37.7737,144.8816
6440,8484,103,15,1,4,other,932500,1,22-04-2017,14.9,27,81,4,2,2,585,180,1950,-37.7154,145.0777
6441,12657,147,20,4,3,other,700000,1,16-09-2017,25,45,98,3,1,1,439,112,1970,-37.86205,145.25333
6442,5387,86,1,1,3,duplex,945000,1,22-08-2016,2.6,1,72,3,2,1,0,,1999,-37.833,144.997
6443,7578,20,12,3,2,duplex,910000,1,13-05-2017,10.7,46,19,2,1,3,238,,,-37.9126,145.0105
6444,5056,85,4,1,1,other,260000,0,07-05-2016,11.2,19,71,1,1,1,141,80,2000,-37.7025,144.9887
6445,11078,235,31,2,3,other,516000,1,12-08-2017,18.4,19,142,3,1,1,537,,,-37.86833,144.7035
6446,4298,75,2,2,3,townhouse,820000,0,07-11-2016,11.2,2,2,3,2,1,229,180,2012,-37.7462,144.8873
6447,6468,104,16,1,3,townhouse,1010000,1,03-09-2016,1.9,3,82,3,3,2,0,132,1940,-37.8048,144.9424
6448,8751,112,13,1,2,other,1305000,1,01-07-2017,4,106,86,2,1,0,315,,,-37.76386,144.97783
6449,11948,33,1,1,2,duplex,591000,1,29-07-2017,3.6,43,31,2,1,1,0,64,1970,-37.78791,145.00588
6450,8012,121,15,4,5,other,2325000,0,13-05-2017,9,3,50,5,3,2,737,325,2008,-37.7794,145.0647
6451,10848,212,27,1,3,other,610000,1,08-07-2017,15.3,18,144,3,1,2,544,131,1970,-37.68336,145.0029
6452,11049,53,12,3,3,other,1345000,0,12-08-2017,13.8,21,46,3,1,1,587,131,1950,-37.94087,145.03366
6453,485,11,2,2,3,other,634000,1,28-05-2016,10.5,2,10,4,2,1,582,153,1950,-37.7584,144.8568
6454,4549,79,17,5,4,other,881500,1,10-09-2016,14.7,43,65,4,2,2,581,,,-37.9355,145.0979
6455,5809,93,3,3,1,duplex,430000,0,12-11-2016,6.1,21,76,1,1,1,1409,63,2000,-37.8661,144.9772
6456,4658,81,13,1,4,townhouse,640000,0,18-06-2016,9.9,2,67,3,2,2,353,,,-37.7214,144.9246
6457,2877,49,13,1,2,duplex,430000,0,06-08-2016,13,127,44,2,1,1,164,100,2010,-37.7072,144.9252
6458,12814,197,20,2,4,other,635000,1,16-09-2017,14.7,19,133,4,2,2,334,244,2000,-37.90584,144.74858
6459,11993,299,23,5,3,other,580000,1,29-07-2017,28.5,252,189,3,1,8,665,,,-37.96837,145.25176
6460,12175,97,18,2,3,other,583500,1,29-07-2017,10.5,165,77,3,1,1,672,110,1970,-37.80118,144.80996
6461,2959,50,13,2,4,other,802500,1,12-11-2016,13.6,2,45,4,2,2,0,264,2005,-37.705,144.9004
6462,6392,101,6,3,2,duplex,857000,1,22-08-2016,4.6,141,80,2,0,0,0,,,-37.8458,145.0221
6463,4306,75,2,2,3,other,840000,1,13-08-2016,11.2,10,2,3,1,2,603,,,-37.7484,144.8892
6464,10795,84,4,1,3,other,1150000,0,08-07-2017,8.4,28,70,3,0,0,502,,,-37.74936,144.98949
6465,7,1,1,1,2,other,1636000,1,08-10-2016,2.5,2,1,2,1,2,256,107,1890,-37.806,144.9954
6466,3198,54,7,3,3,other,1377000,1,22-08-2016,4.6,3,47,3,1,2,314,,1890,-37.8202,145.0404
6467,6768,112,13,1,3,other,930000,0,04-03-2017,4.5,2,86,3,2,2,138,,,-37.7658,144.9823
6468,5794,93,3,3,1,duplex,459000,0,08-10-2016,6.1,44,76,1,1,1,0,59,1995,-37.8568,144.9873
6469,7267,127,11,2,3,other,1028000,1,25-02-2017,8.2,1,56,3,2,2,520,,,-37.7991,144.8768
6470,8902,77,4,1,4,other,1900000,0,01-07-2017,5.3,3,64,4,2,2,313,,,-37.76501,145.00269
6471,2614,45,1,1,3,other,1450000,1,28-08-2016,3.5,2,31,3,2,1,118,103,1905,-37.7839,144.9807
6472,8789,161,26,7,2,other,621000,1,01-07-2017,21.8,169,107,2,1,0,610,61,1939,-37.67629,145.15589
6473,2345,41,2,2,4,other,1900000,1,03-12-2016,8,2,38,4,1,2,733,,,-37.7587,144.91
6474,2618,46,2,1,1,duplex,380000,0,04-03-2017,4.4,1,41,1,1,1,2077,,,-37.7852,144.9216
6475,10813,89,3,3,3,other,1720000,1,08-07-2017,1.9,4,73,3,2,2,81,137,1998,-37.83631,144.95536
6476,1153,19,12,3,4,other,2405000,1,28-05-2016,11.2,22,18,4,1,2,695,142,1970,-37.9262,144.9969
6477,6712,109,11,2,3,other,908000,1,27-06-2016,7,19,85,3,2,0,105,,1900,-37.8191,144.8909
6478,5049,85,4,1,3,other,510000,0,06-08-2016,11.2,12,71,3,1,2,543,135,1965,-37.6946,144.9962
6479,6473,104,16,1,2,townhouse,800000,0,06-08-2016,1.9,2,82,2,2,2,54,89,2006,-37.8094,144.9479
6480,5201,85,4,1,2,other,840000,0,24-09-2016,11.2,2,71,2,1,1,714,,,-37.726,144.9858
6481,7633,22,13,1,2,duplex,407500,0,06-05-2017,5.9,19,21,2,1,1,1097,67,1970,-37.7686,144.9421
6482,1800,29,9,3,4,townhouse,1600000,0,03-12-2016,8.9,44,28,4,3,2,812,,,-37.8864,145.0326
6483,6,1,1,1,3,other,1876000,1,07-05-2016,2.5,2,1,4,2,0,245,210,1910,-37.8024,144.9993
6484,13539,273,20,4,3,other,890000,1,26-08-2017,22.2,43,177,3,1,2,724,116,1980,-37.88953,145.22056
6485,11725,184,27,1,3,other,560000,1,22-07-2017,16.3,29,124,3,1,2,535,104,1970,-37.6615,145.02761
6486,10334,55,15,4,3,other,1010000,1,27-05-2017,8.8,134,48,3,1,2,648,,,-37.73658,145.05341
6487,9030,16,9,3,4,other,1460000,0,03-06-2017,13.8,44,15,4,1,2,722,,1955,-37.91311,145.06496
6488,12965,265,20,4,6,other,1115000,1,19-08-2017,18,12,112,6,3,4,966,332,1990,-37.68927,145.1491
6489,3063,52,12,3,3,duplex,1457500,1,18-03-2017,13.7,19,46,3,2,2,0,,,-37.9371,145.0035
6490,2184,37,14,4,4,other,1520000,1,26-07-2016,13.9,12,34,4,3,2,657,275,2010,-37.7954,145.1379
6491,7551,18,11,2,3,other,730000,0,29-04-2017,10.8,32,17,3,1,3,586,,,-37.783,144.855
6492,5367,86,1,1,4,other,1510000,0,18-03-2017,2.6,1,72,4,2,0,0,171,1900,-37.8206,145.0099
6493,1161,20,12,3,4,other,1940000,1,03-09-2016,10.7,19,19,4,2,2,682,240,1960,-37.9205,145.0122
6494,4233,74,5,2,2,other,1120000,1,14-05-2016,8.4,22,62,1,1,3,574,,,-37.8414,144.8922
6495,5872,93,3,3,1,duplex,461000,0,27-11-2016,6.1,28,76,1,1,1,0,,,-37.8571,144.987
6496,9872,41,2,2,2,duplex,410000,0,24-06-2017,7.5,16,38,2,1,1,0,67,1965,-37.75122,144.91805
6497,4959,84,4,1,2,townhouse,660000,1,18-03-2017,8.8,18,70,2,1,1,113,90,2013,-37.7479,145.0153
6498,10829,93,3,3,1,duplex,470000,0,08-07-2017,5,25,76,1,1,1,548,44.4,2009,-37.87312,144.97986
6499,3870,67,6,3,4,other,1580000,0,19-11-2016,11.2,3,57,4,2,1,504,260,1920,-37.8834,145.0635
6500,7298,128,18,2,3,other,625000,0,25-02-2017,13.9,38,77,3,1,0,695,,,-37.7808,144.8186
6501,5639,90,6,3,1,duplex,310000,0,12-11-2016,3.3,21,74,1,1,1,0,40,1950,-37.8444,145.0037
6502,4976,84,4,1,4,other,1315000,1,19-11-2016,8.8,12,70,4,3,2,836,,1941,-37.7379,144.9903
6503,7455,7,6,3,2,duplex,480000,0,08-04-2017,6.3,19,7,2,1,1,0,66.23,1960,-37.8624,145.0223
6504,3054,52,12,3,3,duplex,810000,1,15-10-2016,13.7,21,46,3,1,1,195,115,1960,-37.9396,145.0156
6505,2612,45,1,1,2,other,650000,0,28-08-2016,3.5,2,31,2,1,1,0,75,1980,-37.777,144.9838
6506,10069,212,27,1,3,other,651000,1,24-06-2017,15.3,18,144,3,1,2,555,135,1970,-37.68211,145.03204
6507,10897,13,7,3,4,other,2360000,1,12-08-2017,7.9,45,12,4,3,2,848,214,1926,-37.81462,145.08776
6508,3883,67,6,3,3,other,1230000,1,24-09-2016,11.2,21,57,3,2,2,822,,,-37.8787,145.0807
6509,5761,92,5,2,3,other,1016000,0,26-07-2016,7.7,33,62,3,1,1,320,134,1940,-37.8277,144.8841
6510,5437,86,1,1,3,other,1185000,1,30-07-2016,2.6,19,72,2,2,1,135,,,-37.8202,145.0013
6511,10599,21,13,1,3,other,1037000,1,08-07-2017,5.2,2,20,3,1,1,210,101,1996,-37.75746,144.95633
6512,5507,88,11,2,2,other,1025000,0,18-03-2017,6.6,31,42,2,1,0,248,,,-37.8083,144.8896
6513,1438,22,13,1,3,other,995000,1,23-04-2016,5.9,10,21,3,1,2,505,,,-37.757,144.9446
6514,7715,29,9,3,2,duplex,535000,1,06-05-2017,8.9,1,28,2,1,1,0,,,-37.8883,145.0342
6515,6740,110,2,2,2,duplex,380000,0,18-03-2017,9.1,10,38,2,1,1,622,,1970,-37.7557,144.8966
6516,1413,22,13,1,3,other,1300000,0,12-11-2016,5.9,3,21,3,1,2,364,135,1900,-37.7618,144.9497
6517,6777,112,13,1,2,other,1080000,1,10-09-2016,4.5,4,86,2,1,0,193,101,1890,-37.7765,144.9751
6518,11867,221,27,1,3,other,400000,1,22-07-2017,25.5,18,149,3,2,1,213,,2015,-37.60983,145.03874
6519,8474,102,15,4,3,other,810000,0,06-05-2017,13.8,27,35,3,1,1,667,,,-37.743,145.0839
6520,9153,118,13,1,4,other,821000,1,03-06-2017,13.1,10,90,4,1,1,687,,,-37.71881,144.96527
6521,4156,73,17,3,3,other,1417250,1,04-02-2016,14.6,21,61,3,2,2,653,180,1950,-37.9418,145.0549
6522,5643,90,6,3,1,duplex,425000,0,13-08-2016,3.3,1,74,1,1,1,0,56,2007,-37.837,144.9931
6523,12732,48,20,3,2,other,1366000,1,16-09-2017,7.3,3,43,2,2,1,241,,,-37.86277,145.04012
6524,9283,84,4,1,4,other,830000,0,03-06-2017,8.4,29,70,4,1,2,540,540,1965,-37.73935,145.01517
6525,9704,86,1,1,2,other,1275000,1,17-06-2017,2.4,1,72,2,1,1,110,72,1890,-37.82324,145.01331
6526,4404,77,4,1,4,other,1700000,0,07-05-2016,5.5,19,64,4,2,1,415,218,1900,-37.7807,144.9948
6527,2108,36,1,1,1,duplex,430000,0,18-03-2017,1.6,3,33,1,1,1,0,52,,-37.8019,144.9845
6528,12482,163,20,4,5,other,1730000,1,09-09-2017,14.3,3,109,5,2,2,746,,,-37.78658,145.16086
6529,9060,21,13,1,2,townhouse,765000,0,03-06-2017,5.2,3,20,2,2,1,77,88,2007,-37.7617,144.96406
6530,13559,99,20,4,3,other,1190000,1,26-08-2017,12.4,19,78,3,1,1,723,,,-37.76684,145.11309
6531,1290,21,13,1,2,other,1260000,1,11-02-2017,5.2,3,20,2,1,1,385,,1925,-37.7631,144.9534
6532,1605,25,7,3,2,other,1800000,0,18-06-2016,7.8,9,24,2,1,4,368,,,-37.8233,145.0644
6533,11168,83,6,3,2,duplex,626000,1,12-08-2017,4.6,19,69,2,1,2,0,78,2000,-37.85059,144.99188
6534,10233,37,14,4,3,other,1060000,1,27-05-2017,12.4,12,34,3,1,1,633,,,-37.79094,145.11335
6535,5358,86,1,1,2,other,1045000,1,17-09-2016,2.6,1,72,2,1,2,200,90,1900,-37.8294,145.0029
6536,8490,127,11,2,1,duplex,375000,1,08-04-2017,8.2,35,56,1,1,1,60,,1982,-37.7971,144.8703
6537,1081,19,12,3,3,other,2050000,0,10-12-2016,11.2,19,18,3,3,2,398,262,2012,-37.899,144.9901
6538,6964,119,7,3,3,townhouse,1110000,1,08-10-2016,7.5,3,91,3,2,2,94,169,2005,-37.8302,145.0525
6539,4310,75,2,2,3,other,785000,1,14-05-2016,11.2,12,2,3,1,2,620,,,-37.7321,144.8771
6540,4257,74,5,2,3,other,1200000,0,19-11-2016,8.4,47,62,3,2,0,288,,,-37.8426,144.89
6541,7276,127,11,2,2,duplex,456000,1,28-05-2016,8.2,31,56,2,1,1,0,,1975,-37.7966,144.8716
6542,70,2,2,2,3,other,805000,1,22-08-2016,13.5,12,2,3,1,1,623,,,-37.7184,144.882
6543,11843,100,4,1,3,other,1110000,0,22-07-2017,7,28,79,3,1,0,396,113,1930,-37.75358,144.98534
6544,4987,84,4,1,2,other,890000,1,24-09-2016,8.8,2,70,2,1,3,493,95,1950,-37.74,144.9821
6545,5494,88,11,2,2,other,780000,1,15-10-2016,6.6,33,42,2,1,1,176,,,-37.8052,144.8883
6546,11554,109,11,2,3,other,1005000,1,15-07-2017,6.3,33,85,3,1,2,451,,,-37.81796,144.8681
6547,13419,45,20,1,4,other,1870000,1,26-08-2017,3.6,3,31,4,3,1,248,173,1890,-37.7833,144.98521
6548,5293,86,1,1,1,duplex,500000,0,07-11-2016,2.6,3,72,1,1,1,0,52,2013,-37.8198,145.005
6549,953,16,9,3,3,townhouse,970000,0,28-05-2016,13.9,19,15,3,2,2,321,,,-37.9181,145.0586
6550,10127,111,15,4,2,other,736500,0,27-05-2017,8.8,27,48,2,1,1,271,,,-37.75329,145.04059
6551,8260,84,4,1,3,other,1121000,1,08-04-2017,8.8,12,70,3,2,3,604,123,1925,-37.7438,144.9971
6552,5818,93,3,3,2,duplex,561000,1,14-05-2016,6.1,19,76,2,1,1,0,,,-37.8653,144.9824
6553,8816,171,28,5,3,other,755000,1,01-07-2017,38,19,115,3,1,2,786,174,1960,-38.16492,145.12656
6554,10940,150,27,1,3,other,685000,1,12-08-2017,12.1,43,93,3,1,2,557,,,-37.68811,145.05507
6555,3712,63,7,3,3,other,1770000,1,27-06-2016,7.5,45,54,3,1,1,698,,,-37.7902,145.061
6556,5646,90,6,3,2,duplex,550000,1,14-05-2016,3.3,19,74,2,1,1,0,,,-37.8406,145.0035
6557,12963,39,20,3,4,other,2410000,0,19-08-2017,7.2,1,36,4,2,1,390,120,1920,-37.88785,145.00795
6558,13467,62,20,3,3,other,1750000,0,26-08-2017,5.4,7,53,3,2,2,431,232,2006,-37.80121,145.04581
6559,7368,133,1,1,3,other,1900000,0,18-06-2016,2.5,3,72,3,2,2,263,166,2016,-37.8266,144.9894
6560,12581,82,20,3,4,other,1631000,1,09-09-2017,3.5,9,68,4,3,2,362,,,-37.83467,144.92775
6561,2139,37,14,4,2,duplex,400000,0,08-10-2016,13.9,93,34,2,1,2,0,,,-37.7868,145.1223
6562,3614,62,7,3,5,other,4850000,1,12-11-2016,5.6,124,53,5,4,4,957,400,1930,-37.8112,145.057
6563,7790,37,14,4,4,other,1100000,0,13-05-2017,13.9,12,34,4,3,2,661,170,1965,-37.7905,145.1433
6564,2913,49,13,1,2,duplex,320500,1,17-09-2016,13,2,44,2,1,1,3056,,,-37.7042,144.9214
6565,5200,85,4,1,3,other,785000,1,24-09-2016,11.2,29,71,3,1,1,719,,,-37.709,145.0015
6566,8434,98,10,3,2,duplex,682000,1,06-05-2017,11.2,192,59,2,1,2,119,,,-37.8271,145.1032
6567,10919,148,15,4,3,other,830000,1,12-08-2017,16.1,137,99,3,1,2,905,183,1962,-37.7063,145.12215
6568,4709,82,3,3,2,duplex,550000,1,04-02-2016,3.8,21,68,2,1,1,0,57,2012,-37.8408,144.94
